,text,sentiment
4047,nod lot black guy speaks look like asshole scottwalker probably gopdebate,0
4048,rich wage war poor die jean paul sartre gop foreign policy gopdebate,0
4051,diplomtc immnty realdonaldtrump tried take amp poll numbers skyrocketed voters matter foxnews moderators,1
4052,presume megyn kelly spent night rolling eyes make times gopdebate,0
4054,gop wins johnkasich would hope loved said balanced budget amp moving passed gay marriage gopdebate,1
4056,foxnews intentionally tried shut randpaul debate nd least questions asked last speak time mins gopdebate,0
4057,think ur demographic smart women dislike trump head gopdebate zero policy specifics,0
4058,realdonaldtrump lives fight another day odds seem ever favor gopdebate hungergames donaldtrump http co eg x onkkt,1
4059,diplomtc immnty megynkelly tried take realdonaldtrump amp got azz handed playing victim card,0
4060,libertygirlnh boom ted cruz rocked closing statement gopdebate b,1
4061,wont fund healthcare citizens invest millions dollars build wall keep people country gopdebate,0
4062,miaholl bradthor mr trump runs independent republicans win either gopdebate,1
4066,diplomtc immnty megynkelly try take someone whine playing victim card get owned realdo,0
4067,mentioned gopdebate voting rights climatechange gun violence police shootings student debt inequality duly noted rebleber,0
4068,steve heard gopdebate last night women charged murder naturally miscarriage,0
4069,fire reince fox scut dogs given job outing trump someone willing use gop gop loyalty gopdebate,0
4070,think call foxnews trump last night humptrump campaign gopdebate,0
4071,fox trump financial practices shitty mess differ potus trump people gopdebate,0
4072,sallyjayjohnson candidate say woman women whole two hours rubio talking women uniform gopde,1
4073,bbcnewsus realdonaldtrump u need stop crying get questions like toughen stop baby gopdebate,0
4074,bernardgoldberg donald ever answer direct question gopdebate,0
4076,imoore trump supporters tee hee amp laugh insults everyone sun cry foul megynkelly calls shit,0
4077,summary gopdebate rsg http co fznsfgkgoo,0
4078,nielsen release ratings afternoon rumor mil viewers share making foxnews undisputed winner gopdebate huge,1
4079,gopdebate internationalbeerday ahead dragmedownmusicvideo watch change couple seconds dragmedownmusicvideo,0
4080,gopdebate reps aside trump paul agree everything imo important consideration electability vs clinton,1
4082,delilahnobszone rednationrising congrats gopdebate candidates discussing tweeti http co auhlnza ww,1
4083,tt aridavidusa breaking news last night gopdebate megynkelly gained lbs changed name http co wbeymxhl c,0
4085,nadineelhindi debate moderator job ask tough questions attack candidates play victim foxnews megynke,0
4088,casspa first candidate spend run gif primetime ads gets vote gopdebate http co dikwasjgrs,0
4090,sydtrvp berniesanders oh movie trailer gopdebate debatewithbernie http co auhlnza ww,0
4091,bnyutu johnkasich says respects take care poor amp sick bad news getting gop nomination,1
4092,truthteamone big winner gopdebate scott walker johnny walker http co lodmczbpe http co auhlnza ww,0
4094,housecracka huge difference battle foes amp walking blue blue ambush gopdebate megynkellydebatequestions,0
4096,wwahammy jrehling gopdebate donald trump says time political correctness http co auhlnza ww,0
4097,politicoroger trump leaders stupid politicians stupid mexican government much smarter gopdebate,1
4098,duyguozsoyler comicriffs gopdebate sketches ted cruz though famed debate champ offers admission cl http co auhlnza ww,1
4099,rightdishonour republicans problem trump candidates gopdebate http co auhlnza ww,0
4100,sydtrvp berniesanders tom hanks finally somebody makes sense gopdebate debatewithbernie http co auhlnza ww,1
4101,meowmanifesto barbaric white men illegals came steal natives gopdebate,0
4102,donaldtrump wins gopdebate https co mr ehwanvz,1
4104,tell carlyfiorina first gopdebate also owned post debate interviews gt gt http co em wi djpu,1
4107,ladyaodh diversity code word white genocide whitegenocide rsr gopdebate cuckservative tcot http co nsmux vswi,0
4108,parkerc gopdebate realdonaldtrump imagine buffoon addressing world leaders,0
4110,soopermexican aww support among cute little cruz girls thefriddle love tedcruz daughters post gopdebate http,1
4111,cbsmiami gopdebate true extraordinary allegations requires proof potus child molester http co kr ae jur,0
4112,liked happy heard going moderator anymore gopdebate megynkelly https co lwsn qek,0
4113,ac jebbush made w look eloquent amp brilliant looked like oatmeal getting colder vanjones gopdebate http co,0
4114,kingsthings gopdebate included show hands like st day school learning little many amp want cross,0
4115,hollandautismmn gopdebate bencarson cdcwhistleblower ben govt fraud shows african american kids exponentially risk mmr,0
4116,elirubenstein consensus clear marcorubio dominated last night debate watch highlights https co x j x qm e,1
4117,liz wheeler girl carlyfiorina killed presidential wildly intelligent experienced sharp practical strategic amp strong,1
4119,ostimusprime feel politics gopdebate http co uprwvei kr,0
4120,hlntv thedailyshare people watch hln fox news try piece together whole story gopdebate biasnews,0
4121,fact young adults think climatechange biggest issue presidential elections scary gopdebate,0
4122,reflecting last night gopdebate decided foxnews really dropped ball terrible questions moderators,0
4123,great new scottwalker video consistently focused debate last night clinton walker gopdebate andwon https co df unrizrr,0
4124,tuckahoetommy xm today pm w johnfugelsang tellmeeverything gopdebate fun rickungar frankconniff always great h,1
4125,nonsense cruz said specialists region regard basic truism gopdebate whatajoke http co fwg hzq,0
4127,mslabuski toughchoices today conservative woman fat pig incubator irrelevant gopdebate gopmisogyny bri,0
4128,loganjames kill people break things gopdebate https co uxnjz z ms,0
4129,slackadjuster would like thank gopdebate candydates tonight proving one ever vote gop tcot http,0
4132,amymek thank tedcruz calling rhino gop supporting katesteinle gopdebate,1
4133,scottwalker enforce laws secure border use e verify prioritize american worker american wages waker gopdebate,1
4134,big winner gopdebate scott walker johnny walker http co qzoapiekcy,0
4135,jdwinteregg gop potus succeed bills reach desk watered nonsense fireboehner makedclisten,0
4137,realdonaldtrump good w gop primary voters look frankluntz results marcorubio gopdebate foxnews,0
4139,trainwreck truest sense word painfully awkward opening nonsensical answers questions gopdebate,0
4140,military bluster gopdebate sickening wasted trillion iraq war spend per f need cut militarize,0
4141,cruz really lying healthcare discussion wow gopdebate,0
4143,goprincess ben carson hillary counts fact people uninformed gopdebate whatdifferencedoesitmake,0
4144,braun austin enough gopdebate light years away dying star known cat eye nebula throws shells glowing gas ht,0
4145,gopdebate actually terrifying real people could real power bonafide racists sexists,0
4146,riley megynkelly closet democrat actually gopdebate come closet kellyfile kellyfailed,0
4147,suppose could sell baby parts like plannedparenthood yell equality gopdebate tcot statist smh https co f na,0
4148,trump getting shit raising hand last night make america great slogan republicans gopdebate,0
4149,democracy remains dire straits cause aint working long get money nothing get dicks free gopdebate,0
4150,ericbolling want someone young leader lead us future studentsforrubio outnumbered gopdebate,1
4152,ladyaodh anti white establishment best eliminate whites whitegenocide gopdebate cuckservative http co yocu,0
4155,savvyliterate anyone dare vote scott walker would rather let mother die concede wrong pregnan,0
4156,carlyfiorina one poised graceful determined woman get behind day gopdebate,1
4157,kuya joshua gonna hell toupee donald trump nominee gopdebate,0
4158,tkords finished gopdebate two hours excellent tough questions without single one properly answered addressed,0
4159,tpequality gay rights opponent rick santorum says gopdebate supports equality law http co xsjbavyifu http,0
4160,markdavis megynkelly dogs bencarson meaningless gaffes great start gopdebate,0
4162,cassandra lina could actually democrat trying help democrats trump gopdebate trump,0
4163,lots positives amp negatives last night gopdebate randpaul candidate bring furguson amp baltimore,1
4164,thoughts gopdebate yay,1
4165,krauthammer correct trump biggest loser gopdebate andreatantaros amp eric wrong smart women dump trump,0
4166,thedailyedge scott walker treat everyone america except women course gopdebate http co juvkrjrqot,0
4168,americnhumanist lot anger debate compassion empathy humanism gopdebate,0
4170,gopdebate realdonaldtrump imagine buffoon addressing world leaders,0
4172,quite something watch gopdebate vs canadian pm debate anyone take american politicians seriously,0
4173,makes laugh entertaining make want give vote realdonaldtrump gopdebate https co stg uibzl,0
4175,next gopdebate trump needs let something hair fashion,0
4176,gopdebate got nothing iran gets everything want govmikehuckabee marshamarshamarsha,0
4177,prick call death katesteinle little thing trump call someone dog gopdebate pc https co ysi tj q,0
4178,jensenclan like everyone hate facebook dinner together gopdebate,0
4179,rubio life begins conception well said marcorubio schools chriscuomo http co inv kphtr mr rubios pay grade gopdebate,1
4180,kept thinking gop governors gopdebate talk accomplishments yeah u failed unpopular bellobass,0
4181,failed votes drudge trump absolutely dominating gopdebate tcot http co ku ul hzqy,1
4182,maradolan midi scrum gopdebate kadzis reillyadam h amandaemcgowan think everyone sleepy today http,0
4184,props foxnews great questions megynkelly bretbaier foxnewssunday gopdebate,1
4185,larryelder worse unprepared candidate blind support one pulling donaldtrump needs raise game,0
4186,realdonaldtrump childish attacks specifically megynkelly never become potus mess wet dream gopdebate,0
